forecast_id,turbine_id,origin_time,target_start,target_end,prediction_norm,q10,q50,q90,weather_run_id,model_version,mode,provenance,prediction_unit
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-01T21:00:00Z,2026-02-01T22:00:00Z,0.309,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-01T22:00:00Z,2026-02-01T23:00:00Z,0.291,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-01T23:00:00Z,2026-02-02T00:00:00Z,0.294,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,2026-02-02T01:00:00Z,0.316,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T01:00:00Z,2026-02-02T02:00:00Z,0.352,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T02:00:00Z,2026-02-02T03:00:00Z,0.394,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T03:00:00Z,2026-02-02T04:00:00Z,0.434,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T04:00:00Z,2026-02-02T05:00:00Z,0.466,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T05:00:00Z,2026-02-02T06:00:00Z,0.486,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T06:00:00Z,2026-02-02T07:00:00Z,0.494,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T07:00:00Z,2026-02-02T08:00:00Z,0.494,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T08:00:00Z,2026-02-02T09:00:00Z,0.493,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T09:00:00Z,2026-02-02T10:00:00Z,0.497,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T10:00:00Z,2026-02-02T11:00:00Z,0.512,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T11:00:00Z,2026-02-02T12:00:00Z,0.542,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T12:00:00Z,2026-02-02T13:00:00Z,0.585,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T13:00:00Z,2026-02-02T14:00:00Z,0.638,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T14:00:00Z,2026-02-02T15:00:00Z,0.693,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T15:00:00Z,2026-02-02T16:00:00Z,0.741,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T16:00:00Z,2026-02-02T17:00:00Z,0.775,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T17:00:00Z,2026-02-02T18:00:00Z,0.79,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T18:00:00Z,2026-02-02T19:00:00Z,0.784,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T19:00:00Z,2026-02-02T20:00:00Z,0.759,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T20:00:00Z,2026-02-02T21:00:00Z,0.722,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T21:00:00Z,2026-02-02T22:00:00Z,0.68,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T22:00:00Z,2026-02-02T23:00:00Z,0.64,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-02T23:00:00Z,2026-02-03T00:00:00Z,0.61,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_1,2026-02-01T00:00:00Z,2026-02-03T00:00:00Z,2026-02-03T01:00:00Z,0.592,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T01:00:00Z,2026-02-01T02:00:00Z,0.673,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T02:00:00Z,2026-02-01T03:00:00Z,0.712,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T03:00:00Z,2026-02-01T04:00:00Z,0.733,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T04:00:00Z,2026-02-01T05:00:00Z,0.733,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T05:00:00Z,2026-02-01T06:00:00Z,0.714,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T06:00:00Z,2026-02-01T07:00:00Z,0.679,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T07:00:00Z,2026-02-01T08:00:00Z,0.638,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T08:00:00Z,2026-02-01T09:00:00Z,0.597,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T09:00:00Z,2026-02-01T10:00:00Z,0.563,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T10:00:00Z,2026-02-01T11:00:00Z,0.541,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T11:00:00Z,2026-02-01T12:00:00Z,0.532,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T12:00:00Z,2026-02-01T13:00:00Z,0.53,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T13:00:00Z,2026-02-01T14:00:00Z,0.532,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T14:00:00Z,2026-02-01T15:00:00Z,0.529,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T15:00:00Z,2026-02-01T16:00:00Z,0.516,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T16:00:00Z,2026-02-01T17:00:00Z,0.489,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T17:00:00Z,2026-02-01T18:00:00Z,0.447,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T18:00:00Z,2026-02-01T19:00:00Z,0.396,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T19:00:00Z,2026-02-01T20:00:00Z,0.341,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T20:00:00Z,2026-02-01T21:00:00Z,0.291,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T21:00:00Z,2026-02-01T22:00:00Z,0.254,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T22:00:00Z,2026-02-01T23:00:00Z,0.236,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-01T23:00:00Z,2026-02-02T00:00:00Z,0.239,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T00:00:00Z,2026-02-02T01:00:00Z,0.261,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T01:00:00Z,2026-02-02T02:00:00Z,0.297,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T02:00:00Z,2026-02-02T03:00:00Z,0.339,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T03:00:00Z,2026-02-02T04:00:00Z,0.379,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T04:00:00Z,2026-02-02T05:00:00Z,0.411,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T05:00:00Z,2026-02-02T06:00:00Z,0.431,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T06:00:00Z,2026-02-02T07:00:00Z,0.439,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T07:00:00Z,2026-02-02T08:00:00Z,0.439,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T08:00:00Z,2026-02-02T09:00:00Z,0.438,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T09:00:00Z,2026-02-02T10:00:00Z,0.442,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T10:00:00Z,2026-02-02T11:00:00Z,0.457,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T11:00:00Z,2026-02-02T12:00:00Z,0.487,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T12:00:00Z,2026-02-02T13:00:00Z,0.53,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T13:00:00Z,2026-02-02T14:00:00Z,0.583,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T14:00:00Z,2026-02-02T15:00:00Z,0.638,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T15:00:00Z,2026-02-02T16:00:00Z,0.686,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T16:00:00Z,2026-02-02T17:00:00Z,0.72,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T17:00:00Z,2026-02-02T18:00:00Z,0.735,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T18:00:00Z,2026-02-02T19:00:00Z,0.729,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T19:00:00Z,2026-02-02T20:00:00Z,0.704,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T20:00:00Z,2026-02-02T21:00:00Z,0.667,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T21:00:00Z,2026-02-02T22:00:00Z,0.625,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T22:00:00Z,2026-02-02T23:00:00Z,0.585,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-02T23:00:00Z,2026-02-03T00:00:00Z,0.555,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0201-r1,turbine_2,2026-02-01T00:00:00Z,2026-02-03T00:00:00Z,2026-02-03T01:00:00Z,0.537,,,,DEMO-WX-0201-1,fixture-curve-v1,fixture,synthetic,normalized_power
