forecast_id,turbine_id,origin_time,target_start,target_end,prediction_norm,q10,q50,q90,weather_run_id,model_version,mode,provenance,prediction_unit
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T11:00:00Z,2026-01-15T12:00:00Z,0.587,0.482,0.587,0.707,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T12:00:00Z,2026-01-15T13:00:00Z,0.585,0.48,0.585,0.705,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T13:00:00Z,2026-01-15T14:00:00Z,0.587,0.482,0.587,0.707,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T14:00:00Z,2026-01-15T15:00:00Z,0.584,0.479,0.584,0.704,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T15:00:00Z,2026-01-15T16:00:00Z,0.571,0.466,0.571,0.691,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T16:00:00Z,2026-01-15T17:00:00Z,0.544,0.439,0.544,0.664,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T17:00:00Z,2026-01-15T18:00:00Z,0.502,0.397,0.502,0.622,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T18:00:00Z,2026-01-15T19:00:00Z,0.451,0.346,0.451,0.571,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T19:00:00Z,2026-01-15T20:00:00Z,0.396,0.291,0.396,0.516,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T20:00:00Z,2026-01-15T21:00:00Z,0.346,0.241,0.346,0.466,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T21:00:00Z,2026-01-15T22:00:00Z,0.309,0.204,0.309,0.429,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T22:00:00Z,2026-01-15T23:00:00Z,0.291,0.186,0.291,0.411,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-15T23:00:00Z,2026-01-16T00:00:00Z,0.294,0.189,0.294,0.414,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,2026-01-16T01:00:00Z,0.316,0.211,0.316,0.436,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T01:00:00Z,2026-01-16T02:00:00Z,0.352,0.247,0.352,0.472,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T02:00:00Z,2026-01-16T03:00:00Z,0.394,,,,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T03:00:00Z,2026-01-16T04:00:00Z,0.434,,,,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T04:00:00Z,2026-01-16T05:00:00Z,0.466,0.361,0.466,0.586,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T05:00:00Z,2026-01-16T06:00:00Z,0.486,0.381,0.486,0.606,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T06:00:00Z,2026-01-16T07:00:00Z,0.494,0.389,0.494,0.614,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T07:00:00Z,2026-01-16T08:00:00Z,0.494,0.389,0.494,0.614,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T08:00:00Z,2026-01-16T09:00:00Z,0.493,0.388,0.493,0.613,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T09:00:00Z,2026-01-16T10:00:00Z,0.497,0.392,0.497,0.617,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T10:00:00Z,2026-01-16T11:00:00Z,0.512,0.407,0.512,0.632,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T11:00:00Z,2026-01-16T12:00:00Z,0.542,0.437,0.542,0.662,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T12:00:00Z,2026-01-16T13:00:00Z,0.585,0.48,0.585,0.705,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T13:00:00Z,2026-01-16T14:00:00Z,0.638,0.533,0.638,0.758,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T14:00:00Z,2026-01-16T15:00:00Z,0.693,0.588,0.693,0.813,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T15:00:00Z,2026-01-16T16:00:00Z,0.741,0.636,0.741,0.861,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T16:00:00Z,2026-01-16T17:00:00Z,0.775,0.67,0.775,0.895,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T17:00:00Z,2026-01-16T18:00:00Z,0.79,0.685,0.79,0.91,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T18:00:00Z,2026-01-16T19:00:00Z,0.784,0.679,0.784,0.904,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T19:00:00Z,2026-01-16T20:00:00Z,0.759,0.654,0.759,0.879,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T20:00:00Z,2026-01-16T21:00:00Z,0.722,0.617,0.722,0.842,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T21:00:00Z,2026-01-16T22:00:00Z,0.68,0.575,0.68,0.8,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T22:00:00Z,2026-01-16T23:00:00Z,0.64,0.535,0.64,0.76,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-16T23:00:00Z,2026-01-17T00:00:00Z,0.61,0.505,0.61,0.73,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_1,2026-01-15T00:00:00Z,2026-01-17T00:00:00Z,2026-01-17T01:00:00Z,0.592,0.487,0.592,0.712,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T01:00:00Z,2026-01-15T02:00:00Z,0.673,0.568,0.673,0.793,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T02:00:00Z,2026-01-15T03:00:00Z,0.712,0.607,0.712,0.832,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T03:00:00Z,2026-01-15T04:00:00Z,0.733,0.628,0.733,0.853,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T04:00:00Z,2026-01-15T05:00:00Z,0.733,0.628,0.733,0.853,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T05:00:00Z,2026-01-15T06:00:00Z,0.714,0.609,0.714,0.834,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T06:00:00Z,2026-01-15T07:00:00Z,0.679,0.574,0.679,0.799,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T07:00:00Z,2026-01-15T08:00:00Z,0.638,0.533,0.638,0.758,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T08:00:00Z,2026-01-15T09:00:00Z,0.597,0.492,0.597,0.717,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T09:00:00Z,2026-01-15T10:00:00Z,0.563,0.458,0.563,0.683,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T10:00:00Z,2026-01-15T11:00:00Z,0.541,0.436,0.541,0.661,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T11:00:00Z,2026-01-15T12:00:00Z,0.532,0.427,0.532,0.652,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T12:00:00Z,2026-01-15T13:00:00Z,0.53,0.425,0.53,0.65,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T13:00:00Z,2026-01-15T14:00:00Z,0.532,0.427,0.532,0.652,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T14:00:00Z,2026-01-15T15:00:00Z,0.529,0.424,0.529,0.649,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T15:00:00Z,2026-01-15T16:00:00Z,0.516,0.411,0.516,0.636,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T16:00:00Z,2026-01-15T17:00:00Z,0.489,0.384,0.489,0.609,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T17:00:00Z,2026-01-15T18:00:00Z,0.447,0.342,0.447,0.567,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T18:00:00Z,2026-01-15T19:00:00Z,0.396,0.291,0.396,0.516,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T19:00:00Z,2026-01-15T20:00:00Z,0.341,0.236,0.341,0.461,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T20:00:00Z,2026-01-15T21:00:00Z,0.291,0.186,0.291,0.411,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T21:00:00Z,2026-01-15T22:00:00Z,0.254,0.149,0.254,0.374,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T22:00:00Z,2026-01-15T23:00:00Z,0.236,0.131,0.236,0.356,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-15T23:00:00Z,2026-01-16T00:00:00Z,0.239,0.134,0.239,0.359,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T00:00:00Z,2026-01-16T01:00:00Z,0.261,0.156,0.261,0.381,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T01:00:00Z,2026-01-16T02:00:00Z,0.297,0.192,0.297,0.417,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T02:00:00Z,2026-01-16T03:00:00Z,0.339,,,,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T03:00:00Z,2026-01-16T04:00:00Z,0.379,,,,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T04:00:00Z,2026-01-16T05:00:00Z,0.411,0.306,0.411,0.531,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T05:00:00Z,2026-01-16T06:00:00Z,0.431,0.326,0.431,0.551,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T06:00:00Z,2026-01-16T07:00:00Z,0.439,0.334,0.439,0.559,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T07:00:00Z,2026-01-16T08:00:00Z,0.439,0.334,0.439,0.559,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T08:00:00Z,2026-01-16T09:00:00Z,0.438,0.333,0.438,0.558,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T09:00:00Z,2026-01-16T10:00:00Z,0.442,0.337,0.442,0.562,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T10:00:00Z,2026-01-16T11:00:00Z,0.457,0.352,0.457,0.577,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T11:00:00Z,2026-01-16T12:00:00Z,0.487,0.382,0.487,0.607,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T12:00:00Z,2026-01-16T13:00:00Z,0.53,0.425,0.53,0.65,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T13:00:00Z,2026-01-16T14:00:00Z,0.583,0.478,0.583,0.703,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T14:00:00Z,2026-01-16T15:00:00Z,0.638,0.533,0.638,0.758,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T15:00:00Z,2026-01-16T16:00:00Z,0.686,0.581,0.686,0.806,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T16:00:00Z,2026-01-16T17:00:00Z,0.72,0.615,0.72,0.84,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T17:00:00Z,2026-01-16T18:00:00Z,0.735,0.63,0.735,0.855,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T18:00:00Z,2026-01-16T19:00:00Z,0.729,0.624,0.729,0.849,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T19:00:00Z,2026-01-16T20:00:00Z,0.704,0.599,0.704,0.824,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T20:00:00Z,2026-01-16T21:00:00Z,0.667,0.562,0.667,0.787,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T21:00:00Z,2026-01-16T22:00:00Z,0.625,0.52,0.625,0.745,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T22:00:00Z,2026-01-16T23:00:00Z,0.585,0.48,0.585,0.705,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-16T23:00:00Z,2026-01-17T00:00:00Z,0.555,0.45,0.555,0.675,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
demo-0115-r1,turbine_2,2026-01-15T00:00:00Z,2026-01-17T00:00:00Z,2026-01-17T01:00:00Z,0.537,0.432,0.537,0.657,DEMO-WX-0115-1,fixture-curve-v1,fixture,synthetic,normalized_power
